performance_label,hook_style,niche_category,content_format_clean,day_of_week,trending_sound_used,video_duration_seconds,duration_band,post_hour,views,likes,comments,shares,saves_or_favorites,followers_gained,avg_watch_time_seconds,watch_time_percentage_num,total_hashtag_count,engagement_rate_no_saves,engagement_rate_with_saves,like_rate,comment_rate,share_rate,save_rate
High,Story,Visa Application Tips,voiceover,Wednesday,0,44.46,30_45,20,44146,1986,519,91,430,4,3.53,10.96,5,0.05880487473383772,0.06854528156571377,0.04498708829792054,0.011756444524985275,0.0020613419109319076,0.009740406831876047
High,Tutorial,Visa Application Tips,voiceover,Saturday,0,42.31,30_45,14,97464,4447,972,771,912,3,14.48,35.43,4,0.06351062956578839,0.0728679307231388,0.045627103340720676,0.009972913075597143,0.007910613149470573,0.009357301157350407
Medium,Statistic,Budget Travel,voiceover,Saturday,0,49.5,45_60,13,42689,1535,343,107,198,1,9.9,21.49,5,0.04649909812832346,0.0511372953219799,0.035957740870013355,0.00803485675466748,0.0025065005036426246,0.004638197193656445
High,Tutorial,Visa Application Tips,voiceover,Friday,0,14.48,under_15,9,104577,4849,914,537,63,8,1.88,22.73,5,0.06024269198772197,0.06084511890759919,0.04636774816642283,0.008739971504250457,0.005134972317048682,0.0006024269198772196
High,Tutorial,Visa Application Tips,voiceover,Wednesday,1,8.16,under_15,15,82070,3722,1064,836,50,5,2.84,17.93,5,0.06850249786767394,0.06911173388570732,0.045351529182405266,0.012964542463750457,0.010186426221518215,0.0006092360180333862
Medium,Question,Visa Application Tips,voiceover,Saturday,0,78.53,over_60,13,10944,413,97,55,40,0,15.38,18.55,4,0.0516264619883041,0.055281432748538015,0.0377375730994152,0.008863304093567252,0.005025584795321637,0.003654970760233918
Medium,Dramatic,Travel Hacks,text_overlay,Friday,1,55.96,45_60,14,78240,2315,619,397,32,4,7.17,14.65,4,0.042574130879345605,0.04298312883435583,0.029588445807770963,0.00791155419222904,0.005074130879345603,0.00040899795501022495
Medium,Story,Visa Application Tips,voiceover,Monday,0,10.84,under_15,9,58194,2167,361,271,500,4,1.0,9.64,5,0.04809774203526137,0.05668969309550813,0.037237515895109465,0.006203388665498162,0.004656837474653745,0.008591951060246761
High,Tutorial,Travel Hacks,voiceover,Friday,1,9.78,under_15,12,49699,2276,613,265,30,4,4.6,32.15,3,0.0634620414897684,0.06406567536570153,0.045795690054125836,0.012334252198233364,0.005332099237409203,0.0006036338759331174
Medium,Statistic,Travel Hacks,text_overlay,Saturday,0,34.0,30_45,8,57846,2331,478,451,32,4,7.58,26.51,5,0.05635653286311932,0.05690972582373889,0.04029664972513225,0.008263319849254918,0.007796563288732151,0.0005531929606195762
High,Tutorial,Visa Application Tips,voiceover,Wednesday,1,21.91,15_30,13,114571,5978,757,886,1108,6,8.05,30.1,4,0.0665177051784483,0.07618856429637517,0.05217725253336359,0.006607256635623325,0.007733196009461382,0.009670859117926875
High,Story,Visa Application Tips,text_overlay,Sunday,1,31.11,30_45,12,125108,5910,1084,743,260,13,6.96,19.86,3,0.06184256802122966,0.06392077245260096,0.0472391853438629,0.008664513860024939,0.0059388688173418165,0.002078204431371295
Medium,Story,Travel Hacks,screen_recording,Tuesday,0,53.37,45_60,17,12023,488,124,61,7,1,8.0,17.37,3,0.055976045912002,0.05655826332862014,0.040588871329950926,0.010313565665807203,0.005073608916243866,0.0005822174166181485
Medium,Story,Visa Application Tips,voiceover,Tuesday,0,53.29,45_60,11,109599,3975,806,545,562,8,8.93,19.32,4,0.04859533389903192,0.053723117911659776,0.03626857909287493,0.00735408169782571,0.00497267310833128,0.005127784012627853
High,Tutorial,Destination Guides,voiceover,Monday,1,37.81,30_45,18,160647,6436,1282,980,1253,7,8.76,19.77,5,0.05414355699141596,0.06194326691441483,0.040062995262905625,0.007980229945159262,0.006100331783351074,0.007799709922998874
High,Story,Visa Application Tips,voiceover,Monday,1,34.95,30_45,12,102786,5141,899,609,98,8,9.81,30.8,3,0.06468779794913704,0.06564123518767147,0.05001653921740315,0.00874632732084136,0.005924931410892534,0.0009534372385344307
High,Tutorial,Destination Guides,text_overlay,Wednesday,1,56.34,45_60,18,16245,733,93,100,110,0,2.67,4.0,4,0.057002154509079715,0.06377346875961834,0.045121575869498304,0.005724838411819021,0.006155740227762389,0.006771314250538628
Medium,Question,Destination Guides,screen_recording,Thursday,1,13.98,under_15,16,131309,4487,1084,687,61,6,1.25,13.9,3,0.04765857633520931,0.048123129412302276,0.034171305851084084,0.008255336648668407,0.005231933835456823,0.00046455307709296394
Medium,Question,Travel Hacks,voiceover,Saturday,0,38.73,30_45,9,90439,3838,834,616,48,6,12.89,33.39,5,0.058470350180784836,0.05900109466048939,0.042437444023043155,0.009221685334866595,0.006811220822875087,0.0005307444797045522
High,Question,Visa Application Tips,voiceover,Wednesday,0,22.61,15_30,8,46037,1859,715,289,96,3,4.74,15.89,3,0.06218910876034494,0.06427438799226709,0.04038056345982579,0.015530985946086843,0.006277559354432304,0.0020852792319221497
Medium,Question,Destination Guides,text_overlay,Sunday,0,32.01,30_45,20,102502,4237,678,672,288,6,5.81,21.19,4,0.054506253536516364,0.057315954810637844,0.04133577881407192,0.006614505082827652,0.006555969639616788,0.0028097012741214807
High,Tutorial,Visa Application Tips,voiceover,Sunday,0,33.29,30_45,18,74007,3990,300,523,900,7,12.17,33.64,4,0.06503438863891253,0.07719540043509397,0.05391381896307106,0.004053670598727147,0.007066899077114327,0.012161011796181443
Medium,Dramatic,Destination Guides,voiceover,Wednesday,0,55.18,45_60,7,38411,1066,124,60,221,1,7.62,13.99,5,0.0325427611882013,0.03829632136627529,0.027752466741298065,0.0032282419098695688,0.0015620525370336623,0.005753560178073989
High,Story,Visa Application Tips,text_overlay,Wednesday,0,38.94,30_45,21,92181,3818,893,565,690,6,7.94,18.38,5,0.05723522200887385,0.06472049554680466,0.041418513576550485,0.009687462709235092,0.006129245723088272,0.00748527353793081
High,Story,Travel Hacks,text_overlay,Wednesday,0,35.44,30_45,16,216502,9000,2405,1522,125,12,7.2,21.23,5,0.05970845534914227,0.06028581722108803,0.04157005478009441,0.01110844241623634,0.0070299581528115215,0.0005773618719457557
Medium,Statistic,Travel Hacks,voiceover,Tuesday,1,14.6,under_15,11,104165,3632,742,658,49,10,4.99,30.8,4,0.04830797292756684,0.048778380454087264,0.034867757884126147,0.007123313973023568,0.006316901070417127,0.0004704075265204243
Medium,Story,Budget Travel,voiceover,Tuesday,0,30.15,30_45,12,77136,3294,560,480,181,7,4.33,12.34,4,0.056186475834889026,0.058532980709396394,0.042703795892968265,0.007259904584111181,0.006222775357809583,0.002346504874507364
Medium,Tutorial,Destination Guides,screen_recording,Sunday,1,11.17,under_15,17,44922,1591,271,107,332,4,3.28,20.01,3,0.04383153020791594,0.05122211833845332,0.035416944926761944,0.006032678865589243,0.0023819064155647567,0.007390588130537376
High,Statistic,Visa Application Tips,voiceover,Monday,0,18.93,15_30,9,46368,2007,462,377,27,1,5.09,26.97,3,0.061378536922015184,0.061960835058661144,0.04328416149068323,0.009963768115942028,0.008130607315389924,0.0005822981366459627
High,Question,Visa Application Tips,text_overlay,Monday,0,26.44,15_30,15,108325,4550,1015,764,1066,10,7.19,30.31,5,0.05842603277175167,0.06826678975305793,0.0420032310177706,0.009369951534733441,0.007052850219247634,0.009840756981306254
High,Tutorial,Budget Travel,voiceover,Wednesday,1,41.24,30_45,7,143917,7085,1697,1090,284,6,17.43,38.87,5,0.06859509300499593,0.0705684526497912,0.04922976437807903,0.011791518722597052,0.007573809904319851,0.001973359644795264
Medium,Story,Travel Hacks,voiceover,Wednesday,1,36.69,30_45,14,243252,9756,2169,2009,131,19,9.68,23.92,4,0.0572821600644599,0.0578206962327134,0.040106556163978097,0.008916678999556015,0.00825892490092579,0.0005385361682534984
High,Tutorial,Visa Application Tips,screen_recording,Monday,0,37.77,30_45,7,92861,4489,1113,918,138,6,9.71,27.33,3,0.07021246809747902,0.07169856021365266,0.0483410689094453,0.011985655980443889,0.009885743207589838,0.0014860921161736359
Medium,Story,Visa Application Tips,voiceover,Saturday,0,56.97,45_60,9,171218,5703,1733,575,1528,9,9.03,14.66,5,0.046788304967935616,0.055712600310714996,0.033308413834993986,0.010121599364552793,0.0033582917683888376,0.00892429534277938
Medium,Statistic,Destination Guides,text_overlay,Sunday,1,81.79,over_60,11,63994,2245,687,347,31,4,7.33,9.91,4,0.051239178673000596,0.051723599087414446,0.03508141388255149,0.01073538144201019,0.005422383348438916,0.00048442041441385127
Medium,Question,Destination Guides,text_overlay,Wednesday,0,49.73,45_60,17,56200,2075,376,347,28,4,9.17,16.09,5,0.0497864768683274,0.050284697508896796,0.03692170818505338,0.0066903914590747335,0.0061743772241992885,0.000498220640569395
High,Story,Travel Hacks,voiceover,Thursday,0,41.79,30_45,21,183418,7647,2153,815,462,18,10.77,27.33,3,0.057873273070254826,0.06039210982564416,0.04169165512654156,0.011738215442323,0.004443402501390267,0.002518836755389329
High,Story,Visa Application Tips,voiceover,Sunday,0,19.29,15_30,17,81583,3618,564,317,894,7,1.35,12.66,4,0.05514629273255458,0.06610445803660077,0.04434747435127416,0.006913204956915044,0.00388561342436537,0.010958165304046186
High,Tutorial,Budget Travel,text_overlay,Sunday,0,7.37,under_15,16,107516,4879,976,604,265,6,1.02,14.43,5,0.06007477956769225,0.06253952900033484,0.0453792923843893,0.00907771866512891,0.005617768518174039,0.0024647494326425832
High,Tutorial,Visa Application Tips,text_overlay,Saturday,0,66.23,over_60,11,25994,1184,346,117,16,2,13.39,20.09,5,0.0633607755635916,0.06397630222359006,0.045548972839886126,0.013310764022466724,0.004501038701238747,0.0006155266599984612
High,Tutorial,Destination Guides,text_overlay,Thursday,1,31.79,30_45,17,86052,3659,1425,554,62,4,5.37,14.33,4,0.06551852368335426,0.06623901826802399,0.042520801375912236,0.016559754567005997,0.006437967740436016,0.0007204945846697346
High,Statistic,Travel Hacks,voiceover,Sunday,0,41.41,30_45,22,49222,2168,379,372,65,4,9.01,24.42,4,0.05930275080248669,0.060623298525049774,0.044045345577180935,0.007699809028483199,0.007557596196822559,0.0013205477225630815
Medium,Story,Visa Application Tips,voiceover,Thursday,0,41.32,30_45,11,48990,2025,385,290,156,1,10.71,25.26,3,0.05511328842620943,0.05829761175750153,0.04133496631965707,0.00785874668299653,0.005919575423555827,0.0031843233312921003
Medium,Story,Visa Application Tips,text_overlay,Tuesday,1,27.69,15_30,10,108804,4368,918,759,56,9,6.71,23.77,3,0.055558619168412926,0.05607330612845116,0.04014558288298224,0.00843718980919819,0.006975846476232492,0.0005146869600382339
High,Tutorial,Budget Travel,text_overlay,Thursday,1,19.16,15_30,7,89543,3832,708,425,529,5,2.96,19.29,3,0.055448220408072096,0.06135599656031181,0.04279508169259462,0.007906815719821762,0.004746322995655718,0.005907776152239706
Medium,Tutorial,Travel Hacks,text_overlay,Saturday,0,79.49,over_60,16,26152,965,193,128,221,2,18.93,24.89,5,0.049174059345365555,0.05762465585806057,0.03689966350565922,0.007379932701131845,0.004894463138574488,0.008450596512695014
Medium,Story,Budget Travel,voiceover,Saturday,0,29.32,15_30,11,51989,1653,314,344,253,3,3.32,10.48,5,0.04445171093885245,0.049318124987978225,0.031795187443497665,0.006039739175594837,0.006616784319759949,0.004866414049125777
High,Tutorial,Visa Application Tips,text_overlay,Monday,1,43.64,30_45,10,230014,12037,2430,1086,2227,26,13.31,27.79,3,0.067617623275105,0.07729964263044858,0.052331597207126525,0.010564574330258158,0.0047214517377203126,0.009682019355343588
High,Tutorial,Visa Application Tips,text_overlay,Saturday,0,76.76,over_60,16,26296,1101,231,219,48,2,22.14,28.74,5,0.05898235473075753,0.060807727411013084,0.041869485853361726,0.008784606023729845,0.008328262853665957,0.0018253726802555522
High,Question,Travel Hacks,voiceover,Tuesday,1,44.99,30_45,15,404167,19840,3047,3183,248,25,11.37,28.45,5,0.06450303958512199,0.06511664732647643,0.04908861930835521,0.0075389628544636255,0.007875457422303157,0.0006136077413544401
High,Tutorial,Visa Application Tips,text_overlay,Sunday,0,16.57,15_30,7,65390,3326,651,449,189,2,1.08,12.06,3,0.0676861905490136,0.0705765407554672,0.050864046490289035,0.009955650711117908,0.006866493347606668,0.0028903502064535863
Medium,Dramatic,Destination Guides,text_overlay,Tuesday,0,59.11,45_60,19,87846,2455,325,413,577,4,12.3,20.69,4,0.036347699383011176,0.04291601211210527,0.02794663388202081,0.0036996562165607996,0.00470140928442957,0.0065683127290940965
Medium,Statistic,Destination Guides,voiceover,Saturday,1,37.01,30_45,21,116439,4559,719,778,61,8,4.69,14.74,3,0.052010065356109206,0.05253394481230515,0.03915354820979225,0.006174907032866995,0.0066816101134499605,0.0005238794561959481
Medium,Question,Destination Guides,text_overlay,Saturday,0,28.0,15_30,20,30256,1113,165,229,18,1,3.38,13.78,4,0.04980830248545743,0.05040322580645161,0.03678609201480698,0.005453463775780011,0.007568746694870439,0.000594923320994183
Medium,Dramatic,Visa Application Tips,screen_recording,Wednesday,0,42.8,30_45,10,110056,4427,1100,692,63,5,6.06,12.34,4,0.056507596132877806,0.05708003198371738,0.0402249763756633,0.009994911681325871,0.006287708075888639,0.0005724358508395726
Medium,Tutorial,Destination Guides,text_overlay,Friday,0,56.92,45_60,19,94815,3642,760,348,441,3,10.5,18.48,3,0.05009755840320625,0.05474872119390392,0.038411643727258346,0.008015609344513,0.0036703053314348995,0.004651162790697674
High,Tutorial,Visa Application Tips,screen_recording,Monday,0,18.97,15_30,14,190596,8858,2194,1360,172,11,3.62,14.97,3,0.06512203823794833,0.06602447060798758,0.04647526705702113,0.011511259417826188,0.007135511763101009,0.0009024323700392453
High,Statistic,Budget Travel,voiceover,Tuesday,0,15.98,15_30,21,44680,2023,372,272,65,4,5.05,23.21,5,0.0596911369740376,0.06114592658907789,0.0452775290957923,0.008325872873769024,0.006087735004476276,0.0014547896150402864
Medium,Question,Destination Guides,text_overlay,Saturday,1,15.36,15_30,17,148721,5047,1339,1142,1377,12,2.35,14.55,3,0.05061827179752691,0.059877219760491124,0.03393602786425589,0.009003435963986256,0.007678807969284768,0.009258947962964208
Medium,Question,Travel Hacks,voiceover,Wednesday,1,21.99,15_30,21,24945,941,273,148,100,1,1.53,7.9,5,0.05460012026458208,0.05860893966726799,0.037722990579274404,0.010944076969332531,0.005933052715975145,0.004008819402685909
High,Question,Visa Application Tips,voiceover,Friday,1,21.86,15_30,19,71205,3437,569,703,45,5,7.56,34.17,5,0.06613299627835124,0.06676497436977741,0.048269082227371675,0.007991011867144161,0.009872902183835405,0.0006319780914261639
Medium,Statistic,Budget Travel,voiceover,Saturday,1,45.26,45_60,9,12453,460,122,70,6,1,8.64,18.05,5,0.052356861800369386,0.05283867341202923,0.036938890227254474,0.0097968361037501,0.005621135469364812,0.000481811611659841
Medium,Tutorial,Destination Guides,voiceover,Monday,0,9.12,under_15,8,33553,1466,296,163,56,2,2.25,12.77,5,0.057371919053437845,0.0590409203349924,0.043692069263553186,0.008821863916788365,0.004857985873096295,0.0016690012815545555
High,Tutorial,Travel Hacks,voiceover,Tuesday,1,49.05,45_60,15,46321,2157,374,269,28,4,5.22,9.81,4,0.06044774508322359,0.06105222253405583,0.04656635219446903,0.008074091664687722,0.005807301224066838,0.0006044774508322359
High,Question,Visa Application Tips,voiceover,Saturday,0,32.61,30_45,22,45958,1993,440,302,498,5,7.19,19.67,4,0.059510857739675356,0.07034683841768571,0.04336568170938683,0.009573958831977022,0.006571217198311502,0.010835980678010356
High,Story,Visa Application Tips,voiceover,Monday,0,37.46,30_45,9,77722,3705,749,608,50,6,5.86,19.28,4,0.06512956434471578,0.06577288283883585,0.04766990041429711,0.009636911041918633,0.007822752888500038,0.000643318494120069
High,Tutorial,Travel Hacks,text_overlay,Friday,0,37.92,30_45,9,189404,9023,1925,1405,1175,20,12.3,30.86,4,0.06522037549365378,0.07142404595467888,0.047638909421131546,0.010163460116998585,0.007418005955523643,0.00620367046102511
Medium,Question,Destination Guides,screen_recording,Thursday,0,13.82,under_15,16,87315,3036,544,390,69,3,3.22,21.42,3,0.0454675599839661,0.04625780221038768,0.03477065796254939,0.0062303155242512745,0.004466586497165435,0.000790242226421577
High,Tutorial,Destination Guides,voiceover,Friday,0,25.8,15_30,11,127157,4702,1352,1162,560,7,4.11,15.56,4,0.0567487436790739,0.06115274817744992,0.036977909198864393,0.010632525146079257,0.009138309334130248,0.004404004498376023
High,Question,Destination Guides,voiceover,Wednesday,0,34.35,30_45,22,168837,6745,2110,1278,365,10,9.49,30.59,4,0.060016465585150176,0.06217831399515509,0.03994977404241961,0.012497260671535268,0.007569430871195295,0.002161848410004916
Medium,Story,Travel Hacks,voiceover,Friday,0,35.66,30_45,16,116158,4554,1199,645,481,11,6.08,20.72,5,0.055080149451609016,0.05922106096868059,0.039205220475559154,0.010322147419893592,0.00555278155615627,0.0041409115170715745
Medium,Story,Budget Travel,voiceover,Friday,0,13.75,under_15,14,39563,1224,260,127,286,1,3.78,18.58,5,0.04071986451987968,0.04794884108889619,0.030937997624042667,0.006571796880924095,0.0032100700149129235,0.007228976569016506
High,Tutorial,Budget Travel,voiceover,Saturday,0,27.47,15_30,19,72959,3124,770,494,44,4,6.52,18.42,4,0.06014336819309475,0.06074644663441111,0.04281856933346126,0.010553872723036225,0.006770926136597267,0.0006030784413163558
High,Tutorial,Travel Hacks,voiceover,Saturday,0,45.91,45_60,14,38381,1710,524,309,26,3,4.57,12.42,5,0.06625674161694589,0.06693416013131498,0.04455329459889008,0.013652588520361638,0.008050858497694172,0.0006774185143690888
Medium,Story,Destination Guides,text_overlay,Wednesday,1,15.72,15_30,9,63788,2661,473,317,163,3,2.77,13.85,5,0.05410108484354424,0.05665642440584436,0.041716310277795196,0.007415187809619364,0.0049695867561296795,0.002555339562300119
High,Tutorial,Budget Travel,screen_recording,Wednesday,1,53.95,45_60,10,45041,2043,347,327,139,2,7.51,12.28,4,0.06032281698896561,0.06340889411869186,0.04535867320885416,0.007704091827446104,0.007260051952665349,0.0030860771297262493
Medium,Statistic,Travel Hacks,voiceover,Wednesday,1,32.25,30_45,10,135428,5520,1108,1144,70,11,9.16,29.3,5,0.05738842779927342,0.05790530761733172,0.04075966565259769,0.00818146912012287,0.008447293026552855,0.0005168798180583041
High,Tutorial,Travel Hacks,screen_recording,Tuesday,0,87.86,over_60,18,32320,1376,349,296,34,2,3.85,5.45,5,0.0625309405940594,0.06358292079207921,0.04257425742574258,0.010798267326732672,0.009158415841584158,0.001051980198019802
High,Tutorial,Visa Application Tips,voiceover,Monday,1,40.17,30_45,13,107196,6273,703,850,79,12,5.61,14.26,3,0.07300645546475615,0.07374342326206201,0.058518974588604056,0.006558080525392739,0.007929400350759357,0.0007369677973058696
High,Statistic,Travel Hacks,voiceover,Tuesday,0,35.97,30_45,22,194918,7737,2322,1962,114,20,7.84,18.35,3,0.0616720877497204,0.06225694907602171,0.03969361475081829,0.011912701751505762,0.01006577124739634,0.0005848613263013165
Medium,Dramatic,Travel Hacks,screen_recording,Wednesday,0,22.99,15_30,7,108107,3955,617,343,584,6,5.0,17.69,3,0.045464216008214084,0.05086627137928164,0.03658412498728112,0.005707308499912124,0.0031727825210208405,0.005402055371067554
Medium,Story,Budget Travel,text_overlay,Monday,1,61.68,over_60,17,23656,787,155,126,11,2,16.59,26.87,3,0.04514710855596889,0.04561210686506594,0.03326851538721677,0.006552248900913087,0.005326344267839026,0.00046499830909705784
High,Tutorial,Visa Application Tips,voiceover,Thursday,0,32.45,30_45,11,97565,4995,940,485,474,10,4.27,11.12,5,0.0658022856557167,0.0706605852508584,0.05119663813867678,0.00963460257264388,0.004971044944396044,0.004858299595141701
Medium,Tutorial,Destination Guides,voiceover,Wednesday,1,8.61,under_15,16,42260,1792,295,197,23,1,2.45,19.52,3,0.05404637955513488,0.054590629436819686,0.0424041646947468,0.0069805963085660195,0.004661618551822054,0.0005442498816848083
High,Story,Visa Application Tips,voiceover,Friday,0,27.43,15_30,7,66576,3287,540,361,179,2,1.33,5.96,4,0.06290555155010814,0.06559420812304735,0.04937214611872146,0.008111031002162941,0.005422374429223744,0.002688656572939197
High,Tutorial,Destination Guides,voiceover,Sunday,0,26.51,15_30,16,398475,17418,3419,2490,3547,31,2.99,16.51,5,0.05854068636677332,0.06744212309429701,0.043711650668172404,0.008580212058472928,0.006248823640127988,0.008901436727523684
Medium,Story,Travel Hacks,voiceover,Tuesday,0,54.3,45_60,13,30208,1091,94,52,222,3,11.22,20.41,4,0.04094941737288135,0.04829846398305085,0.03611626059322034,0.003111758474576271,0.0017213983050847457,0.007349046610169492
Medium,Dramatic,Visa Application Tips,voiceover,Thursday,0,10.15,under_15,10,6420,175,14,36,41,0,1.62,11.25,3,0.035046728971962614,0.041433021806853584,0.027258566978193146,0.0021806853582554517,0.005607476635514018,0.006386292834890965
High,Statistic,Budget Travel,voiceover,Thursday,0,37.6,30_45,13,328008,15577,2525,1492,572,9,8.84,20.03,5,0.05973634789395381,0.06148020779980976,0.047489695373283576,0.007697982976024975,0.0045486695446452525,0.0017438599058559546
High,Story,Travel Hacks,text_overlay,Friday,0,43.03,30_45,21,83032,3442,615,937,401,5,2.88,8.13,4,0.06014548607765681,0.06497494941709221,0.04145389729261008,0.0074067829270642645,0.011284805857982465,0.004829463339435398
High,Tutorial,Visa Application Tips,voiceover,Monday,0,22.76,15_30,19,120113,6387,1262,1212,480,11,6.46,26.94,5,0.07377219784702738,0.07776843472396826,0.053174926943794595,0.010506772788957066,0.010090498114275724,0.00399623687694088
High,Question,Budget Travel,voiceover,Friday,0,41.07,30_45,7,138975,6240,1087,646,551,8,13.3,31.0,5,0.05737003058103975,0.061334772441086524,0.04490016189962223,0.007821550638604065,0.004648318042813455,0.003964741860046771
High,Story,Travel Hacks,text_overlay,Friday,0,32.28,30_45,17,70278,3320,584,357,210,5,4.12,8.53,4,0.06063063832209226,0.06361877116594097,0.04724095734084635,0.008309855146703094,0.0050798258345428155,0.002988132843848715
Medium,Dramatic,Visa Application Tips,voiceover,Sunday,0,21.3,15_30,9,77214,2629,242,204,489,1,3.54,19.02,3,0.03982438417903489,0.04615743258994483,0.03404822959566918,0.0031341466573419326,0.002642007926023778,0.006333048410909939
Medium,Statistic,Travel Hacks,screen_recording,Thursday,0,59.47,45_60,15,154644,6243,1583,386,828,11,9.86,15.72,4,0.05310260986523887,0.058456842813170894,0.04037014045161791,0.010236413957217869,0.0024960554564030938,0.005354232947932024
Medium,Story,Visa Application Tips,voiceover,Thursday,1,70.1,over_60,7,234613,8457,1341,1393,590,21,27.63,40.33,3,0.047699829080229995,0.050214608738646194,0.03604659588343357,0.005715795799891736,0.00593743739690469,0.0025147796584162004
Medium,Question,Budget Travel,text_overlay,Wednesday,0,40.68,30_45,8,86640,3332,965,684,44,7,9.67,26.58,3,0.05749076638965836,0.057998614958448755,0.038457987072945524,0.011138042474607571,0.007894736842105263,0.000507848568790397
Low,Dramatic,Destination Guides,voiceover,Monday,0,48.03,45_60,14,49929,1333,233,136,17,2,11.11,25.25,5,0.03408840553586092,0.03442888902241183,0.02669791103366781,0.004666626609785896,0.002723867892407218,0.00034048348655090226
High,Tutorial,Budget Travel,voiceover,Saturday,0,25.78,15_30,7,58050,2508,389,326,277,3,1.0,8.92,4,0.05552110249784668,0.06029285099052541,0.043204134366925065,0.006701119724375538,0.005615848406546081,0.004771748492678725
Medium,Question,Travel Hacks,screen_recording,Thursday,1,23.65,15_30,10,38922,1617,419,199,22,1,2.23,15.66,3,0.05742253738245722,0.05798777041262011,0.041544627716972406,0.010765119983556858,0.005112789681927958,0.0005652330301628899
Medium,Story,Visa Application Tips,voiceover,Friday,0,9.97,under_15,8,29475,1061,257,151,26,2,1.0,5.03,4,0.04983884648006785,0.05072094995759118,0.035996607294317216,0.008719253604749788,0.005122985581000848,0.0008821034775233249
High,Tutorial,Visa Application Tips,text_overlay,Monday,1,35.51,30_45,12,223897,12356,3050,874,540,10,7.28,20.15,4,0.07271200596702948,0.07512382926077615,0.05518609003247029,0.013622335270235868,0.003903580664323327,0.002411823293746678
High,Question,Visa Application Tips,text_overlay,Friday,0,18.32,15_30,17,244740,11104,2100,1289,1623,22,5.2,20.34,4,0.059217945574895806,0.06584947291002696,0.045370597368636106,0.008580534444716842,0.005266813761542862,0.00663152733513116
Medium,Statistic,Destination Guides,voiceover,Saturday,0,30.69,30_45,18,82756,3266,613,378,381,8,8.17,25.56,3,0.05144037894533327,0.05604427473536662,0.03946541640485282,0.007407317898400116,0.0045676446420803325,0.0046038957900333514
Medium,Tutorial,Destination Guides,voiceover,Wednesday,1,7.81,under_15,14,65659,2217,529,383,431,3,1.07,29.35,3,0.04765531001081345,0.0542195281682633,0.03376536346883138,0.00805677820253126,0.005833168339450799,0.0065642181574498545
Medium,Statistic,Destination Guides,voiceover,Tuesday,1,74.09,over_60,9,45559,1124,323,171,300,3,12.52,17.6,3,0.035514387936521875,0.042099255909919,0.024671305340327927,0.007089707851357581,0.003753374744836366,0.006584867973397133
High,Question,Visa Application Tips,voiceover,Monday,0,42.54,30_45,10,79495,3668,607,541,263,7,10.1,20.4,5,0.06058242656770866,0.06389081074281401,0.04614126674633625,0.007635700358513114,0.006805459462859299,0.0033083841751053527
High,Tutorial,Budget Travel,screen_recording,Monday,0,37.0,30_45,13,282388,13827,2391,2450,390,24,9.75,29.5,3,0.06610762496989957,0.06748870348598382,0.04896454523563324,0.008467073671685766,0.008676006062580562,0.0013810785160842528
High,Question,Budget Travel,text_overlay,Tuesday,0,43.99,30_45,10,144927,6230,1379,782,578,15,4.22,10.66,5,0.05789811422302262,0.061886328979417225,0.0429871590524885,0.009515135206000263,0.005395819964533869,0.003988214756394598
High,Tutorial,Destination Guides,voiceover,Saturday,0,37.35,30_45,20,111994,5715,1380,888,80,5,6.21,16.88,4,0.07128060431808847,0.07199492829973034,0.05102951943854135,0.01232208868332232,0.007928996196224797,0.0007143239816418737
Medium,Tutorial,Budget Travel,screen_recording,Thursday,1,52.91,45_60,21,59002,2646,426,213,218,4,18.88,32.93,5,0.05567607877699061,0.059370868784109014,0.04484593742584997,0.00722009423409376,0.00361004711704688,0.003694790007118403
Medium,Story,Travel Hacks,voiceover,Friday,1,89.43,over_60,19,138998,5602,1276,576,140,7,24.91,29.04,4,0.053626670887350895,0.054633879624167256,0.040302738168894514,0.009179988201269083,0.004143944517187297,0.0010072087368163572
Medium,Question,Destination Guides,voiceover,Wednesday,0,38.5,30_45,13,71513,2828,676,280,349,5,10.66,26.7,4,0.05291345629465971,0.05779368786094836,0.039545257505628345,0.009452826758771132,0.003915372030260232,0.004880231566288647
Medium,Statistic,Travel Hacks,voiceover,Saturday,0,89.62,over_60,16,85796,3435,590,480,134,7,10.99,11.94,3,0.052508275444076644,0.05407011981910578,0.0400368315539186,0.0068767774721432235,0.005594666418014826,0.001561844375029139
High,Tutorial,Visa Application Tips,voiceover,Wednesday,1,47.67,45_60,20,36290,1738,186,179,352,2,11.53,25.88,5,0.05794984844309727,0.06764949021769083,0.04789198126205566,0.00512537889225682,0.004932488288784789,0.009699641774593553
High,Tutorial,Visa Application Tips,voiceover,Friday,0,18.14,15_30,14,208506,9890,1316,1619,2285,8,1.55,11.14,4,0.06150902132312739,0.0724679385725111,0.04743268778836101,0.006311568971636308,0.007764764563130078,0.01095891724938371
High,Question,Visa Application Tips,text_overlay,Thursday,0,33.2,30_45,18,58195,2834,610,305,201,2,11.47,34.18,4,0.06442134203969413,0.06787524701434831,0.048698341781940026,0.010482000171836068,0.005241000085918034,0.00345390497465418
High,Question,Visa Application Tips,voiceover,Saturday,1,52.96,45_60,20,12885,569,116,88,7,1,13.65,28.27,3,0.059992239037640664,0.06053550640279395,0.04415987582460225,0.009002716336825766,0.00682964687621265,0.000543267365153279
